VmPeak;VmSize;VmHWM;VmRSS;VmPTE;Threads;MemFree;Buffers;Cached;Active;Inactive;Dirty;Writeback;AnonPages;Mapped;Slab;PageTables;Committed_AS;NumOfAllocFH;proc-fd;avgThroughput;avgElapsed;avgLatency;Errors
172388;170340;32696;31456;200;19;4637496;130380;1117188;0;411988;919380;4637496;8159224;44;0;83800;23740;109504;7204;316800;1020;0;2
172388;170340;32696;31456;200;58;4636812;130480;1117180;0;411988;919468;4636812;8159224;28;0;83796;23740;109580;7208;318872;510;0;2
172388;170340;32696;31456;200;48;4636512;130568;1117188;0;411992;919564;4636512;8159224;168;0;83800;23740;109572;7208;316772;1020;0;2
172388;170340;32696;31456;200;34;4636880;130664;1117188;0;411988;919660;4636880;8159224;148;0;83796;23740;109468;7208;314648;1530;0;2
172388;170340;32696;31456;200;25;4636952;130760;1117188;0;411992;919756;4636952;8159224;156;0;83800;23740;109596;7208;314280;1530;0;2
172388;170340;32696;31456;200;18;4636512;130848;1117188;0;412000;919828;4636512;8159224;32;0;83800;23740;109492;7208;318452;1530;0;2
172388;170340;32696;31456;200;14;4636792;130952;1117180;0;412000;919940;4636792;8159224;48;0;83800;23740;109552;7208;316148;1530;0;2
172388;170340;32696;31456;200;9;4636708;131036;1117188;0;412004;920020;4636708;8159224;32;0;83800;23740;109468;7208;318264;1530;0;2
172388;170340;32696;31460;200;9;4636336;131132;1117188;0;412008;920108;4636336;8159224;36;0;83804;23740;109488;7204;318216;1530;0;2
172388;170340;32696;31460;200;58;4636060;131236;1117180;0;412004;920212;4636060;8159224;140;0;83800;23740;109468;7208;318256;1530;0;2
172388;170084;32696;31456;200;47;4635536;131324;1117188;0;412008;920300;4635536;8159224;168;0;83804;23740;109500;7204;315996;1530;0;2
172388;170084;32696;31456;200;34;4636268;131412;1117188;0;412012;920388;4636268;8159224;152;0;83800;23740;109440;7208;315996;1020;0;2
172388;170084;32696;31456;200;23;4636232;131496;1117188;0;412024;920460;4636232;8159224;48;0;83800;23740;109556;7208;315512;1020;0;2
172388;170084;32696;31456;200;11;4635956;131592;1117192;0;412024;920560;4635956;8159224;28;0;83800;23740;109460;7204;319696;1020;0;2
172388;170084;32696;31456;200;9;4635724;131696;1117184;0;412028;920652;4635724;8159224;28;0;83800;23740;109608;7208;317280;1020;0;2
172388;170084;32696;31456;200;61;4635556;131784;1117192;0;412028;920748;4635556;8159224;24;0;83800;23740;109492;7204;317100;1020;0;2
172388;170084;32696;31456;200;49;4635156;131880;1117192;0;412028;920844;4635156;8159224;164;0;83800;23740;109520;7204;314884;1530;0;2
172388;170084;32696;31456;200;42;4635336;131984;1117184;0;412028;920940;4635336;8159224;148;0;83800;23740;109468;7208;316952;1530;0;2
172388;170340;32696;31460;200;33;4635532;132072;1117192;0;412036;921028;4635532;8159224;164;0;83800;23740;109580;7208;316560;1530;0;2
172388;170340;32696;31460;200;22;4635620;132168;1117192;0;412040;921124;4635620;8159224;20;0;83804;23740;109444;7204;318644;1530;0;2
172388;170340;32696;31456;200;9;4635700;132264;1117192;0;412032;921220;4635700;8159224;44;0;83796;23740;109664;7208;316100;1530;0;2
172388;170340;32696;31456;200;9;4635468;132364;1117192;0;412040;921316;4635468;8159224;28;0;83800;23740;109500;7208;316032;1530;0;2
172388;170340;32696;31456;200;61;4634548;132460;1117188;0;412048;921408;4634548;8159224;52;0;83800;23740;109568;7204;317828;1020;0;2
172388;170340;32696;31456;200;50;4634644;132556;1117196;0;412052;921492;4634644;8159224;160;0;83800;23740;109488;7208;317652;1020;0;2
172388;170340;32696;31456;200;39;4634740;132652;1117196;0;412052;921596;4634740;8159224;156;0;83800;23740;109560;7208;317420;1020;0;2
172388;170340;32696;31456;200;29;4634696;132756;1117188;0;412048;921692;4634696;8159224;152;0;83796;23740;109580;7208;315332;1020;0;2
172388;170340;32696;31356;200;20;4635760;132844;1117196;0;411956;921772;4635760;8159224;48;0;83552;23740;109796;7204;317456;1020;0;2
172388;170340;32696;30768;200;9;4635972;132936;1117196;0;411372;921868;4635972;8159224;32;0;83140;23740;109576;7212;317424;1530;0;2
172388;170340;32696;30768;200;9;4635600;133024;1117196;0;411380;921948;4635600;8159224;36;0;83240;23740;109616;7204;314896;1530;0;2
172388;170340;32696;31344;200;53;4635124;133076;1117196;0;412008;921948;4635124;8159224;20;0;83536;23740;109624;7204;314748;1530;0;2
172388;170340;32696;31544;200;41;4634848;133136;1117192;0;412252;921964;4634848;8159224;168;0;83880;23740;109632;7208;316760;1530;0;2
172388;170340;32696;31432;200;30;4634812;133180;1117200;0;412176;921968;4634812;8159224;164;0;83552;23740;109632;7208;314504;1020;0;2
172388;170340;32696;31472;200;21;4634884;133244;1117200;0;412252;921996;4634884;8159224;168;0;83772;23740;109688;7208;316556;1530;0;2
172388;170340;32696;31508;200;11;4635088;133308;1117200;0;412320;922028;4635088;8159224;28;0;83772;23740;109620;7208;316336;1530;0;2
172388;170340;32696;30768;200;9;4635228;133348;1117200;0;411648;922012;4635228;8159224;36;0;83032;23740;109552;7204;318176;1530;0;2
172388;170344;32696;31352;200;63;4634920;133396;1117200;0;412276;922012;4634920;8159224;32;0;83748;23740;109536;7208;317816;1530;0;2
172388;170340;32696;31356;200;56;4634716;133444;1117200;0;412308;922012;4634716;8159224;36;0;83560;23740;109580;7208;317816;1020;0;2
172388;170340;32696;31420;200;40;4634856;133496;1117200;0;412444;922012;4634856;8159224;152;0;83620;23740;109608;7204;315488;1020;0;2
172388;170340;32696;31536;200;31;4634308;133560;1117196;0;412592;922044;4634308;8159224;164;4;83864;23740;109720;7204;317648;1530;0;2
172388;170340;32696;31516;200;16;4634792;133604;1117200;0;412608;922044;4634792;8159224;140;0;83768;23740;109616;7208;317624;1020;0;2
172388;170340;32696;31444;200;35;4634524;133648;1117188;0;412592;922028;4634524;8159224;44;0;83688;23740;109676;7204;317300;1020;0;2
172388;170340;32696;30768;200;9;4635096;133720;1117188;0;411956;922076;4635096;8159224;28;0;83056;23740;109672;7208;317300;1020;0;2
172388;170340;32696;31536;200;58;4634076;133780;1117188;0;412764;922092;4634076;8159224;36;0;83760;23740;109640;7208;314580;1530;0;2
172388;170340;32696;31368;200;50;4633908;133836;1117196;0;412628;922108;4633908;8159224;28;0;83780;23740;109716;7204;316584;1530;0;2
172388;170340;32696;31432;200;39;4634484;133920;1117192;0;412712;922176;4634484;8159224;0;0;83832;23740;109664;7208;316584;1530;0;2
172388;170340;32696;31488;200;24;4634240;133976;1117196;0;412808;922188;4634240;8159224;152;0;83876;23740;109552;7208;316552;1530;0;2
172388;170340;32696;31536;200;12;4633956;134036;1117192;0;412900;922212;4633956;8159224;168;0;83768;23740;109644;7208;316492;1020;0;2
172388;170340;32696;30768;200;9;4634484;134088;1117196;0;412180;922220;4634484;8159224;32;0;83220;23740;109684;7208;316576;1020;0;2
172388;170340;32696;31348;200;62;4634184;134156;1117192;0;412780;922260;4634184;8159224;44;0;83488;23740;109624;7208;316512;1020;0;2
172388;170340;32696;31388;200;51;4634272;134220;1117192;0;412852;922292;4634272;8159224;20;0;83772;23740;109680;7208;316192;1020;0;2
172388;170340;32696;32320;200;42;4632724;134268;1117192;0;413840;922296;4632724;8159224;44;0;84648;23740;109612;7208;316008;1020;0;2
172388;170340;32696;32256;200;32;4632060;134340;1117192;0;413808;922340;4632060;8159224;152;0;84600;23740;109664;7208;315632;1530;0;2
172388;170340;32696;32260;200;21;4632024;134412;1117192;0;413832;922388;4632024;8159224;168;0;84600;23740;109572;7208;317708;1530;0;2
172388;170340;32696;32260;200;9;4632368;134488;1117196;0;413852;922436;4632368;8159224;148;0;84600;23740;109660;7204;315292;1530;0;2
172388;170340;32696;32260;200;9;4632120;134520;1117196;0;413920;922412;4632120;8159224;36;0;84604;23740;109648;7204;315316;1020;0;2
172388;170340;32696;32260;200;61;4631820;134584;1117196;0;413948;922436;4631820;8159224;32;0;84600;23740;109636;7204;315316;510;0;2
172388;170340;32696;32260;200;48;4631684;134628;1117196;0;414004;922436;4631684;8159224;40;0;84604;23740;109600;7208;315316;1530;0;2
172388;170340;32696;31508;200;39;4632368;134688;1117196;0;413284;922460;4632368;8159224;20;0;83848;23740;109604;7204;317368;1530;0;2
172388;170340;32696;31508;200;31;4632432;134724;1117192;0;413348;922436;4632432;8159224;164;0;83852;23740;109592;7204;317084;1530;0;2
172388;170340;32696;32000;200;19;4632280;134796;1117192;0;413860;922484;4632280;8159224;140;0;84340;23740;109596;7204;316968;1020;0;2
172388;170340;32696;32000;200;38;4631764;134868;1117192;0;413892;922524;4631764;8159224;164;0;84348;23740;109708;7204;314580;1020;0;2
172388;170340;32696;32000;200;9;4631996;134944;1117192;0;413904;922580;4631996;8159224;28;0;84340;23740;109648;7204;316664;1530;0;2
172388;170340;32696;32000;200;54;4631388;135012;1117192;0;413932;922628;4631388;8159224;44;0;84340;23740;109608;7208;314580;1020;0;2
172388;170340;32696;32000;200;42;4631864;135072;1117192;0;413972;922640;4631864;8159224;28;0;84340;23740;109524;7204;314580;1020;0;2
172388;170340;32696;32000;200;38;4632020;135148;1117192;0;413992;922704;4632020;8159224;28;0;84340;23740;109572;7204;316356;1020;0;2
172388;170340;32696;32000;200;22;4631900;135224;1117192;0;414020;922752;4631900;8159224;148;0;84340;23740;109504;7208;313972;1020;0;2
172388;170340;32696;32000;200;9;4631756;135292;1117196;0;414048;922792;4631756;8159224;164;0;84340;23740;109528;7208;316044;1020;0;2
172388;170340;32696;32000;200;9;4631872;135356;1117196;0;414080;922828;4631872;8159224;164;0;84340;23740;109532;7208;315824;1020;0;2
172388;170340;32696;32000;200;59;4631720;135408;1117208;0;414124;922836;4631720;8159224;48;0;84340;23740;109612;7208;317924;1530;0;2
172388;170340;32696;32000;200;45;4631592;135456;1117212;0;414172;922836;4631592;8159224;20;0;84340;23740;109664;7204;317776;1530;0;2
172388;170340;32696;32004;200;34;4631300;135476;1117208;0;414256;922784;4631300;8159224;40;0;84348;23740;109616;7208;315268;1530;0;2
172388;170340;32696;32000;200;24;4631016;135540;1117200;0;414280;922816;4631016;8159224;32;0;84340;23740;109712;7208;314972;1530;0;2
172388;170340;32696;32000;200;9;4631756;135568;1117212;0;414332;922796;4631756;8159224;168;0;84344;23740;109724;7208;314972;1530;0;2
172388;170340;32696;32000;200;9;4631508;135592;1117204;0;414384;922760;4631508;8159224;148;0;84340;23740;109608;7208;314504;1530;0;2
172388;170340;32696;32000;200;63;4631200;135632;1117204;0;414444;922744;4631200;8159224;156;0;84344;23740;109640;7208;314504;1530;0;2
172388;170340;32696;32000;200;50;4631172;135656;1117212;0;414512;922704;4631172;8159224;32;0;84344;23740;109588;7208;314216;1530;0;2
172388;170340;32696;32000;200;36;4630796;135700;1117212;0;414548;922708;4630796;8159224;48;0;84344;23740;109540;7204;316260;1530;0;2
172388;170340;32696;32000;200;26;4631124;135728;1117216;0;414588;922696;4631124;8159224;32;0;84340;23740;109600;7208;316248;1530;0;2
172388;170340;32696;32000;200;20;4631420;135768;1117216;0;414644;922684;4631420;8159224;36;0;84344;23740;109580;7208;316248;510;0;2
172388;170340;32696;32000;200;9;4630756;135808;1117216;0;414680;922684;4630756;8159224;144;0;84340;23740;109660;7204;316248;1020;0;2
172388;170340;32696;32000;200;19;4631056;135836;1117216;0;414748;922648;4631056;8159224;172;0;84344;23740;109736;7208;316100;1020;0;2
172388;170340;32696;32000;200;63;4630820;135852;1117216;0;414828;922584;4630820;8159224;152;0;84344;23740;109644;7208;315964;1530;0;2
172388;170340;32696;32000;200;54;4630652;135872;1117216;0;414896;922532;4630652;8159224;44;0;84340;23740;109504;7204;315860;1530;0;2
172388;170340;32696;32000;200;38;4630648;135888;1117216;0;414952;922492;4630648;8159224;28;0;84340;23740;109532;7204;313660;1530;0;2
172388;170340;32696;31996;200;30;4631216;135924;1117216;0;415012;922468;4631216;8159224;28;0;84288;23740;109512;7204;317924;1530;0;2
172388;170340;32696;31996;200;21;4631164;135980;1117216;0;415044;922488;4631164;8159224;28;0;84324;23740;109520;7208;315560;1530;0;2
172388;170340;32696;32000;200;9;4631136;136052;1117208;0;415080;922528;4631136;8159224;164;0;84340;23740;109616;7208;315560;1020;0;2
172388;170340;32696;32000;200;63;4630208;136132;1117220;0;415100;922596;4630208;8159224;160;0;84344;23740;109636;7208;315548;1020;0;2
172388;170340;32696;32000;200;49;4630444;136200;1117220;0;415132;922632;4630444;8159224;164;0;84344;23740;109540;7204;313492;1020;0;2
172388;170340;32696;32000;200;42;4630120;136272;1117224;0;415160;922676;4630120;8159224;152;0;84340;23740;109612;7208;315244;1020;0;2
172388;171364;32696;32080;200;36;4630292;136344;1117224;0;415280;922716;4630292;8159224;48;0;84348;23740;109648;7208;317408;1020;0;2
172388;170340;32696;31508;200;22;4630900;136424;1117224;0;414712;922784;4630900;8159224;32;0;83848;23740;109528;7204;317512;1020;0;2
172388;170340;32696;31508;200;16;4630576;136484;1117224;0;414752;922808;4630576;8159224;40;0;83852;23740;109596;7208;317516;1020;0;2
172388;170340;32696;31508;200;9;4630872;136572;1117224;0;414760;922888;4630872;8159224;148;0;83852;23740;109668;7208;315420;1020;0;2
172388;170340;32696;31508;200;16;4630816;136640;1117216;0;414776;922940;4630816;8159224;156;0;83852;23740;109572;7208;317504;1530;0;2
172388;170340;32696;31508;200;60;4630224;136712;1117224;0;414800;922988;4630224;8159224;152;0;83852;23740;109488;7204;315416;1530;0;2
172388;170340;32696;31508;200;48;4630568;136788;1117224;0;414820;923044;4630568;8159224;48;0;83852;23740;109540;7204;314936;1530;0;2
172388;170340;32696;31508;200;38;4630764;136864;1117224;0;414840;923100;4630764;8159224;32;0;83852;23740;109540;7204;312716;1530;0;2
172388;170340;32696;31508;200;24;4630380;136936;1117224;0;414860;923152;4630380;8159224;44;0;83852;23740;109572;7208;314700;1530;0;2
172388;170340;32696;31508;200;20;4630536;137008;1117224;0;414884;923200;4630536;8159224;20;0;83852;23740;109488;7208;314680;1530;0;2
172388;170340;32696;31508;200;38;4630284;137060;1117224;0;414920;923212;4630284;8159224;168;0;83848;23740;109636;7204;314584;1530;0;2
172388;170340;32696;31508;200;41;4629996;137132;1117224;0;414936;923268;4629996;8159224;152;0;83848;23740;109572;7208;314584;1020;0;2
172388;170340;32696;31508;200;52;4630288;137192;1117224;0;414976;923292;4630288;8159224;168;0;83852;23740;109556;7208;314380;1020;0;2
172388;170340;32696;31508;200;42;4629872;137256;1117224;0;415008;923324;4629872;8159224;28;0;83852;23740;109568;7208;314380;1020;0;2
172388;170340;32696;31508;200;29;4630084;137324;1117224;0;415036;923364;4630084;8159224;36;0;83852;23740;109772;7204;316168;1530;0;2
172388;170340;32696;31508;200;15;4630220;137404;1117224;0;415052;923424;4630220;8159224;28;0;83848;23740;109632;7208;316168;1530;0;2
172388;170340;32696;31508;200;9;4629896;137468;1117228;0;415084;923460;4629896;8159224;40;0;83848;23740;109596;7208;315840;2040;0;2
172388;170084;32696;31504;200;9;4629888;137540;1117220;0;415120;923496;4629888;8159224;148;0;83848;23740;109644;7208;318004;1530;0;2
172388;170084;32696;31504;200;59;4629364;137612;1117228;0;415136;923548;4629364;8159224;164;0;83844;23740;109588;7208;315620;1530;0;2
172388;170084;32696;31504;200;48;4629708;137680;1117228;0;415168;923588;4629708;8159224;140;0;83848;23740;109656;7208;315560;1020;0;2
172388;170084;32696;31504;200;37;4629168;137748;1117220;0;415192;923628;4629168;8159224;164;0;83844;23740;109604;7208;315560;1020;0;2
172388;170084;32696;31504;200;23;4629404;137800;1117232;0;415240;923640;4629404;8159224;44;0;83848;23740;109568;7208;317708;1020;0;2
172388;170084;32696;31504;200;22;4629412;137876;1117232;0;415264;923692;4629412;8159224;48;0;83848;23740;109648;7204;317376;1020;0;2
172388;170084;32696;31504;200;9;4629268;137956;1117232;0;415288;923748;4629268;8159224;24;0;83848;23740;109676;7200;314816;1020;0;2
172388;170084;32696;31504;200;60;4628984;137996;1117232;0;415336;923740;4628984;8159224;156;0;83848;23740;109672;7204;316976;1020;0;2
172388;170084;32696;31504;200;52;4628924;138032;1117228;0;415392;923720;4628924;8159224;152;0;83848;23740;109752;7204;314656;1020;0;2
172388;170084;32696;31504;200;35;4628688;138084;1117232;0;415428;923736;4628688;8159224;168;0;83848;23740;109652;7204;316792;1530;0;2
172388;170084;32696;31504;200;27;4629132;138152;1117232;0;415452;923776;4629132;8159224;32;0;83844;23740;109696;7204;314464;1530;0;2
172388;170084;32696;31504;200;9;4629392;138220;1117232;0;415484;923816;4629392;8159224;44;0;83848;23740;109700;7208;314236;1530;0;2
172388;170084;32696;31504;200;9;4629028;138284;1117232;0;415516;923848;4629028;8159224;20;0;83848;23740;109572;7208;316284;1530;0;2
172388;170084;32696;31504;200;63;4628720;138360;1117228;0;415540;923896;4628720;8159224;40;0;83848;23740;109632;7208;314012;1020;0;2
172388;170084;32696;31504;200;56;4628776;138400;1117232;0;415596;923884;4628776;8159224;152;0;83848;23740;109524;7208;316068;1020;0;2
172388;170084;32696;31504;200;39;4629020;138460;1117232;0;415628;923908;4629020;8159224;168;0;83844;23740;109624;7208;313760;1020;0;2
172388;170084;32696;31504;200;26;4629264;138552;1117224;0;415644;923992;4629264;8159224;148;0;83852;23740;109544;7204;315804;1530;0;2
172388;170084;32696;31504;200;23;4628792;138616;1117236;0;415660;924036;4628792;8159224;40;0;83844;23740;109672;7208;315804;1530;0;2
172388;170084;32696;31504;200;14;4628476;138692;1117236;0;415688;924092;4628476;8159224;32;0;83852;23740;109612;7208;317948;1530;0;2
172388;170084;32696;31504;200;9;4628764;138776;1117236;0;415700;924160;4628764;8159224;48;0;83848;23740;109624;7204;312992;1530;0;2
172388;170084;32696;31504;200;59;4628124;138820;1117236;0;415748;924156;4628124;8159224;28;0;83848;23740;109616;7208;314764;1530;0;2
172388;170084;32696;31504;200;46;4627988;138860;1117228;0;415792;924140;4627988;8159224;164;0;83844;23740;109684;7204;316868;1020;0;2
172388;170084;32696;31504;200;34;4628448;138944;1117236;0;415808;924220;4628448;8159224;140;0;83848;23740;109668;7208;316868;1020;0;2
172388;170084;32696;31504;200;25;4628132;139020;1117236;0;415828;924276;4628132;8159224;164;0;83848;23740;109684;7208;316832;1530;0;2
172388;170084;32696;31504;200;9;4628036;139076;1117236;0;415864;924296;4628036;8159224;148;0;83848;23740;109604;7208;316644;1530;0;2
172388;170084;32696;31504;200;9;4628400;139108;1117236;0;415912;924280;4628400;8159224;44;0;83848;23740;109716;7204;314496;1020;0;2
172388;170084;32696;31504;200;57;4627768;139152;1117236;0;415956;924280;4627768;8159224;28;0;83848;23740;109688;7208;314184;1530;0;2
172388;170084;32696;31504;200;40;4628284;139188;1117232;0;415984;924288;4628284;8159224;16;0;83844;23740;109676;7208;314208;1530;0;2
172388;170084;32696;31504;200;31;4627984;139220;1117240;0;416048;924260;4627984;8159224;152;0;83848;23740;109728;7208;316300;1020;0;2
172388;170084;32696;31504;200;24;4628280;139280;1117240;0;416076;924292;4628280;8159224;168;0;83848;23740;109760;7204;313964;1020;0;2
172388;170340;32696;31508;200;9;4627904;139332;1117244;0;416132;924296;4627904;8159224;164;0;83852;23740;109704;7204;317948;1020;0;2
172388;170340;32696;31508;200;9;4628400;139384;1117244;0;416180;924300;4628400;8159224;164;0;83852;23740;109748;7204;313668;1020;0;2
172388;170340;32696;31508;200;61;4627240;139436;1117236;0;416232;924300;4627240;8159224;20;0;83852;23740;109620;7208;315720;1020;0;2
172388;170340;32696;31508;200;64;4627580;139480;1117244;0;416280;924292;4627580;8159224;44;0;83848;23740;109608;7208;317800;1020;0;2
172388;170340;32696;31508;200;35;4628060;139536;1117244;0;416316;924316;4628060;8159224;32;0;83852;23740;109596;7204;313088;1530;0;2
172388;170340;32696;31508;200;24;4627784;139592;1117244;0;416360;924328;4627784;8159224;168;0;83852;23740;109604;7204;315136;1530;0;2
172388;170340;32696;31508;200;9;4628036;139644;1117248;0;416400;924340;4628036;8159224;160;0;83848;23740;109608;7204;312604;1020;0;2
172388;170340;32696;31508;200;9;4627904;139708;1117248;0;416440;924368;4627904;8159224;156;0;83852;23740;109656;7204;314456;1020;0;2
172388;170340;32696;31508;200;61;4627488;139748;1117248;0;416496;924352;4627488;8159224;32;0;83852;23740;109712;7208;314484;1020;0;2
172388;170340;32696;31508;200;49;4627344;139808;1117248;0;416528;924376;4627344;8159224;48;0;83848;23740;109664;7208;314424;1530;0;2
172388;170340;32696;31508;200;36;4627076;139856;1117244;0;416588;924368;4627076;8159224;32;0;83852;23740;109752;7204;314340;1530;0;2
172388;170340;32696;31508;200;18;4627220;139900;1117248;0;416640;924360;4627220;8159224;36;0;83852;23740;109616;7204;318548;1530;0;2
172388;170340;32696;31508;200;18;4627220;139944;1117248;0;416688;924356;4627220;8159224;140;0;83852;23740;109648;7208;318564;1530;0;2
172388;170340;32696;31508;200;9;4627664;140016;1117248;0;416720;924396;4627664;8159224;164;0;83852;23740;109640;7208;316152;1530;0;2
172388;170340;32696;31508;200;57;4626892;140068;1117248;0;416756;924412;4626892;8159224;148;0;83852;23740;109764;7208;316060;1530;0;2
172388;170340;32696;31508;200;46;4626988;140120;1117244;0;416804;924412;4626988;8159224;164;0;83852;23740;109728;7204;316036;1530;0;2
172388;170340;32696;31508;200;30;4626984;140184;1117248;0;416832;924452;4626984;8159224;28;0;83852;23740;109732;7204;320164;1530;0;2
172388;170340;32696;31508;200;16;4626980;140216;1117248;0;416884;924428;4626980;8159224;36;0;83848;23740;109768;7208;317872;1020;0;2
172388;170340;32696;31508;200;9;4627416;140272;1117248;0;416936;924436;4627416;8159224;24;0;83852;23740;109688;7204;315816;510;0;2
172388;170340;32696;31508;200;9;4626796;140324;1117252;0;416980;924448;4626796;8159224;0;0;83852;23740;109836;7204;317884;1020;0;2
172388;170340;32696;31508;200;55;4626412;140364;1117248;0;417036;924428;4626412;8159224;152;0;83848;23740;109748;7204;313452;1530;0;2
172388;170340;32696;31508;200;42;4626532;140432;1117252;0;417064;924468;4626532;8159224;164;0;83848;23740;109704;7204;317700;1530;0;2
172388;170340;32696;31508;200;38;4626432;140472;1117252;0;417116;924456;4626432;8159224;140;0;83848;23740;109856;7204;319696;1530;0;2
172388;170340;32696;31508;200;19;4626452;140540;1117248;0;417148;924496;4626452;8159224;48;0;83852;23740;109856;7208;313472;1530;0;2
172388;170340;32696;31508;200;9;4626408;140592;1117256;0;417188;924512;4626408;8159224;32;0;83852;23740;109728;7204;315532;1020;0;2
172388;170340;32696;32196;200;9;4626160;140632;1117256;0;417908;924504;4626160;8159224;40;0;84508;23740;109728;7208;317676;1020;0;2
172388;170340;32696;32196;200;59;4625380;140680;1117256;0;417980;924496;4625380;8159224;148;0;84540;23740;109700;7204;317416;1020;0;2
172388;170340;32696;32196;200;50;4625460;140724;1117256;0;418028;924488;4625460;8159224;156;0;84536;23740;109772;7204;317136;1020;0;2
172388;170340;32696;32196;200;38;4625680;140760;1117256;0;418088;924468;4625680;8159224;152;0;84540;23740;109748;7208;314956;1530;0;2
172388;170340;32696;32196;200;20;4625692;140812;1117256;0;418136;924472;4625692;8159224;168;0;84540;23740;109732;7208;314896;1530;0;2
172388;170340;32696;32196;200;13;4625516;140852;1117256;0;418172;924472;4625516;8159224;32;0;84536;23740;109716;7204;316996;1020;0;2
172388;170340;32696;32196;200;9;4625920;140884;1117256;0;418248;924432;4625920;8159224;44;0;84540;23740;109804;7204;314944;1020;0;2
172388;170340;32696;32196;200;9;4625416;140932;1117256;0;418296;924432;4625416;8159224;20;0;84540;23740;109752;7208;317060;1020;0;2
172388;170340;32696;31968;200;59;4626132;140968;1117256;0;418112;924420;4626132;8159224;168;0;84100;23740;109868;7208;317144;1530;0;2
172392;171364;32696;32064;200;46;4626112;141000;1117256;0;418272;924392;4626112;8159224;152;0;84348;23740;109724;7208;319172;1530;0;2
172392;171364;32696;32100;200;34;4626208;141048;1117256;0;418320;924404;4626208;8159224;164;0;84396;23740;109724;7208;316508;1020;0;2
172392;170340;32696;32096;200;20;4626584;141084;1117256;0;418380;924396;4626584;8159224;148;0;84420;23740;109776;7204;316340;1020;0;2
172392;170340;32696;32124;200;14;4626260;141128;1117256;0;418452;924392;4626260;8159224;36;0;84460;23740;109792;7208;318412;1530;0;2
172392;170340;32696;31508;200;9;4626424;141172;1117256;0;417872;924408;4626424;8159224;28;0;83852;23740;109728;7204;315984;1530;0;2
172392;170340;32696;31104;200;45;4626384;141244;1117252;0;417488;924448;4626384;8159224;24;0;83332;23740;109760;7204;316100;1530;0;2
172392;170340;32696;31372;200;53;4626692;141296;1117256;0;417808;924448;4626692;8159224;148;0;83700;23740;109844;7208;314012;2040;0;2
172392;170340;32696;31408;200;43;4626144;141356;1117256;0;417876;924484;4626144;8159224;164;0;83752;23740;109748;7208;318256;1530;0;2
172392;170340;32696;31480;200;25;4626536;141424;1117260;0;417968;924524;4626536;8159224;152;0;83808;23740;109684;7208;315788;1530;0;2
172392;170340;32696;31520;200;16;4626616;141476;1117264;0;418044;924552;4626616;8159224;52;0;83860;23740;109716;7208;313184;1530;0;2
172392;170340;32696;31536;200;9;4626664;141528;1117264;0;418044;924584;4626664;8159224;32;0;83772;23740;109716;7204;315228;1020;0;2
172392;170340;32696;30768;200;9;4626292;141568;1117264;0;417372;924572;4626292;8159224;40;0;83112;23740;109644;7208;317132;1020;0;2
172392;170340;32696;31364;200;49;4625840;141604;1117264;0;418008;924560;4625840;8159224;28;0;83704;23740;109800;7204;317132;1020;0;2
172392;170340;32696;31440;200;37;4626064;141640;1117264;0;418128;924548;4626064;8159224;156;0;83548;23740;109736;7204;314988;1020;0;2
172392;170340;32696;31488;200;23;4625688;141668;1117264;0;418220;924512;4625688;8159224;152;0;83804;23740;109780;7208;317116;1530;0;2
172392;170340;32696;30768;200;9;4626420;141688;1117264;0;417592;924472;4626420;8159224;168;0;83112;23740;109708;7208;314792;1020;0;2
172392;170340;32696;30768;200;9;4626412;141752;1117264;0;417624;924504;4626412;8159224;32;0;83204;23740;109808;7208;314616;1020;0;2
172392;170340;32696;31368;200;55;4625548;141784;1117264;0;418272;924476;4625548;8159224;44;0;83660;23740;109720;7208;316660;1020;0;2
172392;170340;32696;31424;200;39;4625924;141820;1117264;0;418384;924456;4625924;8159224;20;0;83752;23740;109856;7204;316332;1020;0;2
172392;170340;32696;31464;200;25;4625672;141856;1117264;0;418484;924444;4625672;8159224;40;0;83596;23740;109792;7204;314244;1020;0;2
172392;170340;32696;31508;200;18;4625728;141892;1117264;0;418572;924436;4625728;8159224;152;0;83844;23740;109744;7208;313792;1530;0;2
172392;170340;32696;30768;200;9;4626296;141936;1117260;0;417856;924452;4626296;8159224;168;0;83212;23740;109692;7204;315876;1530;0;2
172392;170340;32696;31176;200;51;4625580;141972;1117264;0;418276;924448;4625580;8159224;148;0;83552;23740;109732;7204;315860;1530;0;2
172392;170340;32696;31380;200;51;4625944;142016;1117260;0;418552;924444;4625944;8159224;156;0;83708;23740;109724;7208;318024;1530;0;2
172392;170340;32696;31440;200;36;4626080;142048;1117264;0;418668;924420;4626080;8159224;28;0;83776;23740;109828;7208;315880;1530;0;2
172392;170340;32696;31496;200;21;4625944;142072;1117264;0;418776;924392;4625944;8159224;44;0;83820;23740;109804;7208;315816;1530;0;2
172392;170340;32696;31520;200;11;4625652;142092;1117260;0;418872;924336;4625652;8159224;16;0;83868;23740;109852;7208;317892;1530;0;2
172392;170340;32696;31348;200;63;4625608;142132;1117264;0;418760;924328;4625608;8159224;164;0;83552;23740;109824;7208;315764;1530;0;2
172392;170340;32696;31536;200;48;4625364;142152;1117268;0;418992;924304;4625364;8159224;152;0;83924;23740;109824;7208;315648;1530;0;2
172392;170340;32696;31428;200;38;4625692;142184;1117268;0;418932;924288;4625692;8159224;168;0;83544;23740;109760;7208;317660;1530;0;2
