VmPeak;VmSize;VmHWM;VmRSS;VmPTE;Threads;MemFree;Buffers;Cached;Active;Inactive;Dirty;Writeback;AnonPages;Mapped;Slab;PageTables;Committed_AS;NumOfAllocFH;proc-fd;avgThroughput;avgElapsed;avgLatency;Errors
172392;170340;32868;31468;200;43;4589632;176016;1117652;0;444000;933476;4589632;8159224;28;0;83752;23844;110740;7208;317384;1020;0;2
172392;170340;32868;31480;200;34;4590440;176032;1117652;0;444064;933444;4590440;8159224;32;0;83768;23844;110656;7208;315332;1020;0;2
172392;170340;32868;31532;200;26;4590388;176076;1117652;0;444136;933456;4590388;8159224;152;0;83820;23844;110736;7212;315164;1530;0;2
172392;170340;32868;30848;200;9;4590276;176120;1117652;0;443500;933460;4590276;8159224;156;0;83300;23844;110684;7204;315164;1530;0;2
172392;170340;32868;30848;200;9;4590280;176152;1117652;0;443532;933460;4590280;8159224;144;0;83288;23844;110712;7208;314992;1530;0;2
172392;170340;32868;31220;200;48;4589960;176180;1117652;0;443936;933448;4589960;8159224;164;0;83628;23844;110688;7208;314992;1530;0;2
172392;170340;32868;31448;200;53;4590300;176208;1117656;0;444164;933456;4590300;8159224;36;0;83664;23844;110600;7204;317112;1020;0;2
172392;170340;32868;31612;200;41;4590024;176232;1117656;0;444400;933444;4590024;8159224;40;0;83956;23844;110628;7208;314768;1530;0;2
172392;170340;32868;31620;200;33;4589800;176240;1117656;0;444448;933408;4589800;8159224;12;0;83960;23844;110712;7208;316828;1530;0;2
172392;170340;32868;31584;200;20;4590300;176248;1117656;0;444436;933388;4590300;8159224;156;0;83868;23844;110764;7208;316828;1020;0;2
172392;170340;32868;31596;200;9;4590024;176252;1117656;0;444476;933372;4590024;8159224;144;0;83940;23844;110756;7208;316700;1020;0;2
172392;170340;32868;31596;200;9;4589528;176264;1117660;0;444500;933360;4589528;8159224;176;0;83936;23844;110584;7208;316488;1020;0;2
172392;170340;32868;31596;200;62;4589220;176280;1117656;0;444544;933332;4589220;8159224;156;0;83940;23844;110608;7208;316488;1020;0;2
172392;170340;32868;31596;200;53;4589548;176292;1117660;0;444576;933316;4589548;8159224;164;0;83940;23844;110640;7208;316264;1530;0;2
172392;170340;32868;31596;200;43;4589620;176300;1117660;0;444596;933300;4589620;8159224;24;0;83936;23844;110672;7204;316136;1530;0;2
172392;170340;32868;31596;200;34;4589452;176332;1117660;0;444644;933288;4589452;8159224;32;0;83940;23844;110656;7208;313968;1530;0;2
172392;170340;32868;31596;200;19;4589324;176356;1117660;0;444664;933292;4589324;8159224;144;0;83940;23844;110624;7208;313968;1530;0;2
172392;170340;32868;31596;200;11;4589140;176372;1117660;0;444704;933272;4589140;8159224;164;0;83944;23844;110628;7208;318096;1530;0;2
172392;170340;32868;31596;200;9;4590032;176384;1117660;0;444752;933232;4590032;8159224;156;0;83940;23844;110720;7208;315936;1530;0;2
172392;170340;32868;31596;200;29;4589128;176392;1117660;0;444792;933200;4589128;8159224;164;0;83940;23844;110756;7208;315936;1530;0;2
172392;170340;32868;31596;200;57;4589268;176396;1117660;0;444832;933160;4589268;8159224;152;0;83936;23844;110732;7208;315748;1020;0;2
172392;170340;32868;31596;200;44;4588868;176412;1117656;0;444864;933148;4588868;8159224;36;0;83940;23844;110724;7208;317724;1020;0;2
172392;170340;32868;31596;200;36;4589056;176420;1117660;0;444912;933108;4589056;8159224;4;0;83940;23844;110656;7208;317468;1530;0;2
172392;170340;32868;31596;200;22;4589044;176444;1117660;0;444964;933080;4589044;8159224;164;0;83940;23844;110676;7204;317468;1530;0;2
172392;170340;32868;31596;200;15;4589224;176480;1117664;0;445000;933084;4589224;8159224;172;0;83940;23844;110668;7208;317244;1530;0;2
172392;170340;32868;31596;200;9;4589288;176512;1117664;0;445048;933068;4589288;8159224;164;0;83940;23844;110656;7208;314800;1530;0;2
172392;170340;32868;31596;200;9;4589164;176552;1117664;0;445080;933076;4589164;8159224;156;0;83940;23844;110680;7208;314800;1530;0;2
172392;170340;32868;31596;200;53;4588936;176592;1117664;0;445104;933092;4588936;8159224;36;0;83940;23844;110844;7204;316544;1530;0;2
172392;170340;32868;31596;200;50;4589084;176640;1117664;0;445136;933108;4589084;8159224;16;0;83940;23844;110924;7208;318628;1530;0;2
172392;170340;32868;31596;200;43;4589008;176668;1117664;0;445172;933096;4589008;8159224;36;0;83936;23844;110728;7208;316248;1530;0;2
172392;170340;32868;31596;200;38;4588924;176712;1117664;0;445212;933104;4588924;8159224;152;0;83940;23844;110776;7204;315856;2040;0;2
172392;170340;32868;31596;200;26;4588780;176724;1117664;0;445284;933040;4588780;8159224;160;0;83940;23844;110736;7204;315468;1530;0;2
172392;170340;32868;31596;200;15;4588868;176756;1117664;0;445336;933024;4588868;8159224;152;0;83940;23844;110692;7208;315304;1020;0;2
172392;170340;32868;31596;200;10;4589156;176800;1117668;0;445372;933036;4589156;8159224;164;0;83940;23844;110696;7208;317352;1020;0;2
172392;170340;32868;31596;200;9;4589288;176824;1117676;0;445436;933004;4589288;8159224;156;0;83940;23844;110684;7208;317352;1020;0;2
172392;170340;32868;31596;200;58;4588648;176840;1117676;0;445488;932968;4588648;8159224;44;0;83940;23844;110660;7208;314932;1530;0;2
172392;170340;32868;31596;200;43;4588644;176864;1117676;0;445544;932936;4588644;8159224;24;0;83940;23824;110692;7176;316768;1530;0;2
172392;170340;32868;31596;200;33;4588848;176884;1117676;0;445572;932924;4588848;8159224;164;0;84064;23840;110672;7212;316548;1530;0;2
172392;170340;32868;31628;200;16;4588580;176892;1117676;0;445632;932908;4588580;8159224;152;0;83972;23844;110728;7208;318708;1530;0;2
172392;170340;32868;31628;200;9;4588660;176900;1117676;0;445684;932864;4588660;8159224;156;0;83972;23844;110616;7208;316472;1530;0;2
172392;170340;32868;31628;200;9;4588668;176908;1117680;0;445724;932832;4588668;8159224;144;0;83968;23844;110660;7204;316472;1020;0;2
172392;170340;32868;31628;200;58;4588516;176928;1117680;0;445760;932820;4588516;8159224;164;0;83972;23844;110588;7204;316388;1020;0;2
172392;170340;32868;31628;200;47;4588612;176948;1117680;0;445816;932784;4588612;8159224;28;0;83972;23844;110652;7204;318504;1020;0;2
172392;170340;32868;31628;200;36;4588940;176964;1117684;0;445856;932764;4588940;8159224;32;0;83972;23844;110588;7208;313832;1530;0;2
172392;170340;32868;31628;200;25;4588532;176976;1117684;0;445900;932728;4588532;8159224;152;0;83972;23844;110588;7204;313832;1530;0;2
172392;170340;32868;31628;200;10;4588776;176996;1117684;0;445948;932704;4588776;8159224;156;0;83972;23844;110580;7208;313536;1530;0;2
172392;170340;32868;31628;200;9;4589156;177008;1117684;0;445996;932664;4589156;8159224;144;0;83968;23844;110644;7208;315584;1020;0;2
172392;170340;32868;31628;200;63;4588600;177044;1117684;0;446044;932660;4588600;8159224;164;0;83976;23844;110684;7208;315380;1020;0;2
172392;170340;32868;31628;200;55;4588788;177060;1117684;0;446084;932632;4588788;8159224;28;0;83972;23844;110628;7208;315412;1020;0;2
172392;170340;32868;31628;200;38;4588304;177072;1117684;0;446136;932588;4588304;8159224;44;0;83968;23844;110688;7204;317572;1020;0;2
172392;170340;32868;31628;200;32;4588484;177096;1117684;0;446184;932568;4588484;8159224;20;0;83972;23844;110648;7204;314808;1020;0;2
172392;170340;32868;31628;200;26;4588640;177120;1117684;0;446208;932568;4588640;8159224;156;0;83972;23844;110668;7208;314808;510;0;2
172392;170340;32868;31628;200;13;4588504;177148;1117684;0;446248;932552;4588504;8159224;144;0;83968;23844;110812;7204;314808;1020;0;2
172392;170340;32868;31628;200;9;4589156;177156;1117684;0;446288;932520;4589156;8159224;160;0;83968;23844;110728;7208;314808;1020;0;2
172392;170340;32868;31628;200;64;4588476;177160;1117684;0;446328;932488;4588476;8159224;152;0;83972;23844;110688;7204;314808;1020;0;2
172392;170340;32868;31628;200;56;4588292;177184;1117684;0;446372;932468;4588292;8159224;160;0;83972;23844;110704;7204;316932;1530;0;2
172392;170340;32868;31628;200;41;4588536;177200;1117688;0;446440;932420;4588536;8159224;28;0;83972;23844;110628;7208;316932;1530;0;2
172392;170340;32868;31628;200;33;4588716;177228;1117684;0;446476;932412;4588716;8159224;24;0;83972;23844;110584;7208;314544;1530;0;2
172392;170340;32868;31628;200;18;4587968;177240;1117688;0;446528;932372;4587968;8159224;148;0;83972;23844;110640;7208;318596;1530;0;2
172392;170340;32868;31628;200;9;4588660;177256;1117688;0;446544;932368;4588660;8159224;164;0;83968;23844;110716;7204;314340;1530;0;2
172392;170340;32868;31628;200;9;4588288;177276;1117684;0;446592;932336;4588288;8159224;156;0;83968;23844;110772;7204;314340;1530;0;2
172392;170340;32868;31628;200;63;4587980;177288;1117692;0;446644;932308;4587980;8159224;164;0;83972;23844;110652;7208;318548;1020;0;2
172392;170340;32868;31628;200;54;4587688;177304;1117692;0;446684;932280;4587688;8159224;152;0;83968;23844;110696;7208;316480;1020;0;2
172392;170340;32868;31628;200;42;4588032;177332;1117692;0;446732;932264;4588032;8159224;36;0;83972;23844;110744;7208;316260;1020;0;2
172392;170340;32868;31628;200;32;4588476;177356;1117692;0;446780;932240;4588476;8159224;4;0;83972;23844;110824;7208;316220;510;0;2
172392;170340;32868;31628;200;18;4588340;177376;1117692;0;446824;932216;4588340;8159224;164;0;83972;23844;110736;7204;316220;1020;0;2
172392;170340;32868;31628;200;13;4588132;177400;1117692;0;446860;932200;4588132;8159224;156;0;83968;23844;110704;7208;316288;1020;0;2
172392;170340;32868;31628;200;9;4588404;177416;1117692;0;446912;932168;4588404;8159224;164;0;83972;23844;110708;7204;316288;1530;0;2
172392;170340;32868;31628;200;65;4587716;177444;1117692;0;446956;932152;4587716;8159224;152;0;83972;23844;110796;7204;316288;1530;0;2
172392;170340;32868;31628;200;55;4587928;177468;1117692;0;446992;932136;4587928;8159224;156;0;83968;23844;110700;7208;316116;1530;0;2
172392;170340;32868;31628;200;40;4587916;177492;1117692;0;447008;932148;4587916;8159224;16;0;83972;23844;110664;7204;316116;1530;0;2
172392;170340;32868;31628;200;29;4588004;177504;1117692;0;447044;932120;4588004;8159224;40;0;83972;23844;110652;7208;315944;1530;0;2
172392;170340;32868;32120;200;20;4587960;177524;1117692;0;447564;932112;4587960;8159224;152;0;84460;23844;110648;7208;318100;1530;0;2
172392;170340;32868;32120;200;9;4588048;177544;1117692;0;447624;932076;4588048;8159224;164;0;84464;23844;110812;7208;316032;1530;0;2
172392;170340;32868;32120;200;10;4587668;177552;1117692;0;447668;932036;4587668;8159224;148;0;84460;23844;110708;7208;318136;1020;0;2
172392;170340;32868;32120;200;64;4587484;177568;1117692;0;447716;932008;4587484;8159224;152;0;84464;23844;110668;7208;317952;1020;0;2
172392;170340;32868;32120;200;50;4587596;177580;1117692;0;447744;931992;4587596;8159224;144;0;84464;23844;110668;7204;315688;1020;0;2
172392;170340;32868;32120;200;40;4587428;177592;1117692;0;447796;931948;4587428;8159224;40;0;84460;23844;110708;7204;313384;1020;0;2
172392;170340;32868;32120;200;25;4587648;177612;1117692;0;447812;931956;4587648;8159224;12;0;84464;23844;110804;7204;315508;1530;0;2
172392;170340;32868;32120;200;13;4587364;177624;1117696;0;447860;931920;4587364;8159224;168;0;84460;23844;110660;7208;315508;1530;0;2
172392;170340;32868;32120;200;9;4587296;177644;1117700;0;447916;931892;4587296;8159224;160;0;84464;23844;110744;7208;315332;1530;0;2
172392;170340;32868;32120;200;59;4587268;177676;1117700;0;447952;931888;4587268;8159224;164;0;84464;23844;110708;7204;317436;1530;0;2
172392;170340;32868;32120;200;47;4587488;177692;1117700;0;447996;931860;4587488;8159224;156;0;84464;23844;110828;7208;317364;1530;0;2
172392;170340;32868;32120;200;35;4587212;177716;1117700;0;448020;931860;4587212;8159224;160;0;84464;23844;110880;7204;317364;1020;0;2
172392;170340;32868;32120;200;30;4587492;177740;1117700;0;448064;931840;4587492;8159224;20;0;84464;23844;110696;7204;315108;1020;0;2
172392;170340;32868;32120;200;12;4587768;177760;1117700;0;448092;931828;4587768;8159224;20;0;84460;23844;110904;7204;314868;1020;0;2
172392;170340;32868;32120;200;9;4587164;177772;1117700;0;448132;931804;4587164;8159224;156;0;84464;23844;110816;7208;317176;1020;0;2
172392;170340;32868;32120;200;52;4586820;177792;1117700;0;448192;931764;4586820;8159224;164;0;84464;23844;110672;7208;314780;1020;0;2
172392;170340;32868;32120;200;54;4587300;177808;1117700;0;448228;931740;4587300;8159224;152;0;84460;23844;110796;7208;316808;1530;0;2
172392;170340;32868;32120;200;42;4587272;177840;1117700;0;448268;931736;4587272;8159224;156;0;84464;23844;110740;7204;314632;1530;0;2
172392;170340;32868;32120;200;33;4586972;177856;1117700;0;448312;931708;4586972;8159224;136;0;84464;23844;110788;7208;318764;1530;0;2
172392;170340;32868;32120;200;21;4586944;177884;1117700;0;448340;931708;4586944;8159224;44;0;84464;23844;110764;7208;316272;1530;0;2
172392;170340;32868;32120;200;9;4586916;177916;1117700;0;448376;931696;4586916;8159224;24;0;84460;23844;110728;7208;313560;1530;0;2
172392;170340;32868;32120;200;9;4587040;177948;1117700;0;448400;931708;4587040;8159224;164;0;84460;23844;110756;7208;318104;1530;0;2
172392;170340;32868;32120;200;61;4586740;177968;1117700;0;448456;931676;4586740;8159224;148;0;84464;23844;110800;7208;317788;1020;0;2
172392;170340;32868;32120;200;50;4586720;178008;1117700;0;448492;931680;4586720;8159224;152;0;84464;23844;110828;7208;315444;1020;0;2
172392;170340;32868;32120;200;42;4587032;178028;1117700;0;448528;931664;4587032;8159224;152;0;84464;23844;110856;7204;315168;1020;0;2
172392;170340;32868;32120;200;23;4587176;178052;1117700;0;448572;931644;4587176;8159224;160;0;84464;23844;110792;7208;314980;1020;0;2
172392;170340;32868;32120;200;9;4587296;178068;1117700;0;448612;931620;4587296;8159224;24;0;84464;23844;110808;7208;317024;1020;0;2
172392;170340;32868;32120;200;9;4586932;178092;1117704;0;448664;931596;4586932;8159224;24;0;84464;23844;110692;7208;317052;1020;0;2
172392;170340;32868;32120;200;64;4586740;178112;1117704;0;448720;931556;4586740;8159224;144;0;84464;23844;110744;7208;314724;1530;0;2
172392;170340;32868;32120;200;54;4586572;178140;1117708;0;448764;931548;4586572;8159224;176;0;84464;23844;110680;7208;316848;1530;0;2
172392;170340;32868;32120;200;41;4586916;178152;1117712;0;448808;931516;4586916;8159224;156;0;84460;23844;110744;7204;316884;1530;0;2
172392;170340;32868;32120;200;27;4587160;178184;1117712;0;448832;931528;4587160;8159224;160;0;84464;23844;110732;7208;316884;1530;0;2
172392;170340;32868;32120;200;20;4587332;178216;1117712;0;448864;931528;4587332;8159224;140;0;84464;23844;110728;7208;314392;2040;0;2
172392;170340;32868;32120;200;9;4587056;178244;1117712;0;448916;931504;4587056;8159224;32;0;84464;23844;110740;7204;314376;1530;0;2
172392;170340;32868;32120;200;9;4586808;178268;1117712;0;448944;931496;4586808;8159224;16;0;84460;23844;110660;7208;316420;1530;0;2
172392;170340;32868;32120;200;60;4586772;178300;1117712;0;448996;931476;4586772;8159224;164;0;84460;23844;110688;7204;316188;1530;0;2
172392;170340;32868;32120;200;44;4586884;178324;1117712;0;449044;931456;4586884;8159224;152;0;84464;23844;110772;7208;318292;1020;0;2
172392;170340;32868;32120;200;32;4586864;178356;1117712;0;449072;931464;4586864;8159224;156;0;84468;23844;110780;7208;316112;1020;0;2
172392;170340;32868;32120;200;24;4587036;178404;1117712;0;449100;931480;4587036;8159224;144;0;84464;23844;110624;7208;313864;1020;0;2
172392;170340;32868;32120;200;9;4586800;178424;1117712;0;449156;931444;4586800;8159224;164;0;84464;23844;110792;7208;313400;1020;0;2
172392;170340;32868;32120;200;9;4586552;178440;1117712;0;449196;931416;4586552;8159224;28;0;84460;23844;110640;7204;317532;1530;0;2
172392;170340;32868;32120;200;62;4586500;178484;1117712;0;449240;931420;4586500;8159224;36;0;84464;23844;110732;7208;314956;1530;0;2
172392;170340;32868;32120;200;50;4586356;178508;1117712;0;449300;931384;4586356;8159224;148;0;84464;23844;110720;7208;314956;1530;0;2
172392;170340;32868;32120;200;35;4586724;178552;1117712;0;449332;931396;4586724;8159224;152;0;84464;23844;110824;7204;314960;1020;0;2
172392;170340;32868;32120;200;23;4586572;178596;1117712;0;449380;931392;4586572;8159224;156;0;84464;23844;110792;7208;314620;1530;0;2
172392;170340;32868;32120;200;14;4586388;178624;1117716;0;449420;931384;4586388;8159224;160;0;84464;23844;110784;7208;316780;1530;0;2
172392;170340;32868;32120;200;9;4586420;178648;1117716;0;449464;931364;4586420;8159224;152;0;84464;23844;110780;7208;318824;1530;0;2
172392;170340;32868;32120;200;64;4586468;178688;1117716;0;449508;931360;4586468;8159224;36;0;84464;23844;110792;7208;313692;1530;0;2
172392;170340;32868;32120;200;50;4586464;178728;1117716;0;449520;931384;4586464;8159224;12;0;84460;23844;110836;7208;315868;1530;0;2
172392;170340;32868;32120;200;35;4586468;178784;1117716;0;449548;931416;4586468;8159224;160;0;84464;23844;110820;7208;315868;1530;0;2
172392;170340;32868;32120;200;24;4586432;178836;1117716;0;449560;931456;4586432;8159224;152;0;84464;23844;110852;7204;315560;1020;0;2
172392;170340;32868;31628;200;13;4586644;178888;1117720;0;449084;931496;4586644;8159224;176;0;83972;23844;110856;7208;317656;1020;0;2
172392;170340;32868;31628;200;9;4586792;178940;1117720;0;449108;931524;4586792;8159224;148;0;83972;23844;110748;7204;315480;1020;0;2
172392;170340;32868;31628;200;63;4586376;178984;1117720;0;449132;931540;4586376;8159224;152;0;83968;23844;110892;7208;315260;1530;0;2
172392;170340;32868;31628;200;46;4586256;179020;1117720;0;449168;931540;4586256;8159224;28;0;83968;23844;110760;7204;315260;1020;0;2
172392;170340;32868;31628;200;35;4586592;179068;1117720;0;449180;931576;4586592;8159224;44;0;83968;23844;110704;7208;317344;1020;0;2
172392;170340;32868;31628;200;23;4586316;179108;1117720;0;449212;931588;4586316;8159224;152;0;83972;23844;110764;7208;317344;1020;0;2
172392;170340;32868;31628;200;13;4586644;179160;1117720;0;449228;931620;4586644;8159224;156;0;83968;23844;110744;7204;315108;1020;0;2
172392;170340;32868;31628;200;9;4586560;179212;1117720;0;449240;931660;4586560;8159224;144;0;83968;23844;110652;7208;317268;1530;0;2
172392;170340;32868;31628;200;63;4586120;179256;1117720;0;449276;931672;4586120;8159224;164;0;83972;23844;110740;7208;317264;1530;0;2
172392;170340;32868;31628;200;51;4585852;179296;1117720;0;449296;931692;4585852;8159224;156;0;83972;23844;110700;7208;317332;1530;0;2
172392;170340;32868;32316;200;42;4585296;179344;1117720;0;450008;931716;4585296;8159224;40;0;84660;23844;110688;7208;314816;1530;0;2
172392;170340;32868;32316;200;37;4585460;179384;1117720;0;450024;931740;4585460;8159224;16;0;84660;23844;110784;7204;316976;1020;0;2
172392;170340;32868;32316;200;21;4585208;179432;1117720;0;450044;931768;4585208;8159224;152;0;84660;23844;110748;7208;314800;1020;0;2
172392;170340;32868;32316;200;12;4585792;179468;1117724;0;450060;931788;4585792;8159224;172;0;84656;23844;110688;7204;314800;1020;0;2
172392;170340;32868;32316;200;9;4585816;179504;1117724;0;450092;931796;4585816;8159224;164;0;84660;23844;110756;7204;316940;1530;0;2
172392;170340;32868;32316;200;60;4584780;179544;1117724;0;450112;931816;4584780;8159224;156;0;84660;23844;110764;7208;316856;1530;0;2
172392;170340;32868;32316;200;47;4585116;179588;1117724;0;450132;931836;4585116;8159224;156;0;84656;23844;110748;7208;316748;1530;0;2
172392;170340;32868;32316;200;35;4585212;179616;1117724;0;450172;931828;4585212;8159224;16;0;84660;23844;110816;7208;314232;1530;0;2
172392;170340;32868;32316;200;24;4584936;179664;1117724;0;450188;931856;4584936;8159224;36;0;84660;23844;110876;7208;316028;1530;0;2
172392;171364;33000;33000;200;12;4584552;179724;1117724;0;450892;931892;4584552;8159224;152;0;85216;23844;110916;7204;315952;1530;0;2
172392;170340;33004;32316;200;9;4585064;179768;1117724;0;450232;931916;4585064;8159224;160;0;84760;23844;110828;7204;315884;1530;0;2
172392;170340;33004;32788;200;62;4584756;179796;1117724;0;450744;931908;4584756;8159224;148;0;85036;23844;110832;7208;315880;1530;0;2
172392;170340;33060;32888;200;53;4584836;179828;1117724;0;450876;931904;4584836;8159224;152;0;85176;23844;110852;7204;315872;1530;0;2
172392;170340;33060;32940;200;41;4584932;179844;1117728;0;450984;931868;4584932;8159224;160;0;85320;23844;110884;7208;317976;1020;0;2
172392;170340;33060;32968;200;30;4585144;179872;1117728;0;451036;931868;4585144;8159224;44;0;85200;23844;110768;7208;315292;1530;0;2
172392;170340;33060;33004;200;20;4584612;179888;1117728;0;451136;931828;4584612;8159224;20;0;85232;23844;110860;7204;315292;1530;0;2
172392;170340;33188;32316;200;9;4585196;179920;1117728;0;450496;931812;4585196;8159224;156;0;84656;23844;110796;7204;315352;1530;0;2
172392;170340;33188;32876;200;64;4584500;179944;1117724;0;451120;931764;4584500;8159224;144;0;85132;23844;110816;7208;315136;1530;0;2
172392;170340;33188;32892;200;48;4584884;179964;1117728;0;451184;931740;4584884;8159224;164;0;85096;23844;110816;7208;317192;1530;0;2
172392;170340;33188;32968;200;33;4584752;179984;1117728;0;451300;931724;4584752;8159224;156;0;85376;23844;110796;7208;317260;1530;0;2
172392;170340;33188;33004;200;26;4584808;180036;1117728;0;451360;931748;4584808;8159224;160;0;85224;23844;110752;7208;317260;1020;0;2
172392;170340;33188;33036;200;16;4584516;180076;1117732;0;451404;931756;4584516;8159224;24;0;85252;23844;110888;7208;315160;1020;0;2
172392;170340;33188;32316;200;9;4585316;180080;1117732;0;450804;931668;4585316;8159224;28;0;84644;23844;110732;7208;315160;1020;0;2
172392;170340;33188;32680;200;49;4584376;180120;1117732;0;451148;931672;4584376;8159224;156;0;84912;23844;110836;7208;314600;2040;0;2
172392;170340;33188;32876;200;57;4584560;180140;1117732;0;451456;931636;4584560;8159224;164;0;85168;23844;110772;7208;314636;1530;0;2
172392;170340;33188;32932;200;43;4584176;180160;1117732;0;451580;931584;4584176;8159224;152;0;85320;23844;110792;7208;318956;1530;0;2
172392;170340;33188;32960;200;35;4584340;180180;1117732;0;451680;931536;4584340;8159224;156;0;85320;23844;111072;7208;314484;1530;0;2
172392;170340;33188;33028;200;20;4584600;180204;1117732;0;451792;931508;4584600;8159224;144;0;85236;23844;110780;7208;316800;1020;0;2
172392;170340;33188;33060;200;10;4584556;180236;1117732;0;451860;931500;4584556;8159224;44;0;85280;23844;110768;7208;314604;1020;0;2
172392;170340;33188;33044;200;9;4584812;180284;1117732;0;451896;931496;4584812;8159224;20;0;85312;23844;110696;7204;316648;1020;0;2
172392;170340;33188;32880;200;56;4584316;180304;1117728;0;451800;931452;4584316;8159224;160;0;85152;23844;110656;7208;316648;1020;0;2
172392;170340;33188;32940;200;42;4584064;180324;1117736;0;451916;931420;4584064;8159224;148;0;85096;23844;110752;7204;316160;1530;0;2
172392;170340;33188;33000;200;27;4584432;180356;1117736;0;452024;931400;4584432;8159224;152;0;85220;23844;110752;7204;315980;2040;0;2
172392;170340;33188;33032;200;17;4584140;180396;1117736;0;452104;931404;4584140;8159224;152;0;85240;23844;110784;7208;318052;2040;0;2
172392;170340;33188;32316;200;9;4584572;180436;1117736;0;451432;931396;4584572;8159224;160;0;84628;23844;110928;7204;317608;1530;0;2
172392;170340;33188;32316;200;9;4584204;180464;1117740;0;451480;931384;4584204;8159224;40;0;84672;23844;110844;7208;315376;1020;0;2
172392;170340;33208;32880;200;62;4584012;180504;1117740;0;452100;931368;4584012;8159224;32;0;85120;23844;110780;7204;315432;1020;0;2
172392;170340;33208;32888;200;53;4584348;180540;1117740;0;452156;931348;4584348;8159224;144;0;85184;23844;110792;7204;315088;1020;0;2
172392;170340;33208;32936;200;43;4584428;180580;1117740;0;452240;931352;4584428;8159224;164;0;85316;23844;110752;7208;317212;1020;0;2
172392;170340;33208;32988;200;29;4584292;180608;1117740;0;452348;931328;4584292;8159224;156;0;85220;23844;110884;7208;314588;1020;0;2
172392;170340;33208;33028;200;18;4584372;180632;1117744;0;452420;931312;4584372;8159224;160;0;85228;23844;110816;7208;316840;1530;0;2
172392;170340;33208;33060;200;11;4583800;180656;1117744;0;452492;931276;4583800;8159224;148;0;85272;23844;110820;7208;316720;1530;0;2
172392;170340;33208;32316;200;9;4584700;180680;1117744;0;451832;931248;4584700;8159224;32;0;84656;23844;110772;7208;317052;1020;0;2
172392;170340;33208;32876;200;60;4583920;180704;1117744;0;452436;931228;4583920;8159224;24;0;85156;23844;110780;7208;319104;1020;0;2
172392;170340;33208;32908;200;48;4584140;180740;1117744;0;452516;931208;4584140;8159224;164;0;85316;23844;110772;7204;314884;1020;0;2
172392;170340;33208;32948;200;39;4583592;180768;1117744;0;452592;931192;4583592;8159224;156;0;85096;23844;110796;7208;314680;1020;0;2
172392;170340;33228;33000;200;25;4584192;180788;1117744;0;452728;931136;4584192;8159224;156;0;85220;23844;110780;7204;312380;1530;0;2
172392;170340;33228;33016;200;21;4584108;180824;1117744;0;452796;931132;4584108;8159224;144;0;85224;23844;110756;7208;316548;1530;0;2
172392;170340;33228;32316;200;9;4584072;180860;1117744;0;452156;931104;4584072;8159224;164;0;84604;23844;110852;7208;316424;1530;0;2
172392;170340;33228;32316;200;9;4583708;180904;1117744;0;452184;931124;4583708;8159224;28;0;84652;23844;110804;7208;316500;2040;0;2
172392;170340;33228;32900;200;60;4583796;180948;1117744;0;452748;931140;4583796;8159224;40;0;84960;23844;110784;7208;316576;2040;0;2
172392;170340;33228;32948;200;45;4583524;180992;1117744;0;452888;931136;4583524;8159224;148;0;85320;23844;110772;7208;316576;1020;0;2
172392;170340;33228;32988;200;34;4583744;181032;1117748;0;452976;931136;4583744;8159224;164;0;85320;23844;110784;7204;316488;1020;0;2
172392;170340;33228;33036;200;23;4583336;181072;1117748;0;453052;931136;4583336;8159224;152;0;85244;23844;110736;7204;316296;1020;0;2
172392;170340;33228;32316;200;20;4584096;181124;1117748;0;452376;931156;4584096;8159224;160;0;84660;23844;110828;7204;313800;1020;0;2
172392;170340;33228;32316;200;9;4584068;181148;1117748;0;452440;931116;4584068;8159224;152;0;84660;23844;110840;7208;315884;1020;0;2
172392;170340;33228;32316;200;9;4583828;181176;1117748;0;452488;931096;4583828;8159224;36;0;84660;23844;110800;7204;315884;1530;0;2
172392;170340;33228;32316;200;64;4583016;181204;1117752;0;452548;931064;4583016;8159224;4;0;84656;23844;110784;7208;315640;1530;0;2
172392;170340;33228;32316;200;55;4583336;181232;1117752;0;452604;931044;4583336;8159224;176;0;84660;23844;110864;7208;313552;1020;0;2
172392;170340;33228;32316;200;42;4583672;181268;1117756;0;452640;931044;4583672;8159224;156;0;84660;23844;110800;7204;315592;1020;0;2
172392;170340;33228;32316;200;30;4583288;181300;1117756;0;452692;931024;4583288;8159224;160;0;84660;23844;110884;7204;315572;1020;0;2
172392;170340;33228;32316;200;21;4583600;181340;1117756;0;452732;931024;4583600;8159224;148;0;84660;23844;110824;7208;317788;1530;0;2
172392;170340;33228;32316;200;10;4583688;181376;1117748;0;452784;931008;4583688;8159224;152;0;84660;23844;110884;7208;315404;1530;0;2
172392;170340;33228;32316;200;9;4583456;181404;1117756;0;452840;930976;4583456;8159224;28;0;84656;23844;110792;7204;317680;1530;0;2
172392;170340;33228;32316;200;60;4583300;181424;1117756;0;452900;930940;4583300;8159224;32;0;84660;23844;110796;7208;317352;1530;0;2
172392;170340;33228;32316;200;47;4583396;181464;1117748;0;452956;930924;4583396;8159224;152;0;84660;23844;110768;7208;314880;1530;0;2
172392;170340;33228;32316;200;36;4583228;181484;1117756;0;453020;930880;4583228;8159224;156;0;84660;23844;110808;7208;314248;1530;0;2
172392;170340;33228;32316;200;28;4583176;181524;1117752;0;453068;930872;4583176;8159224;144;0;84660;23844;110892;7204;316332;510;0;2
